Key,en,es,ar,fr
Add Money Details,Add Money Details,Agregar detalles de dinero,أضف تفاصيل الأموال,Ajouter des détails sur l'argent
No data found!,No data found!,¡Datos no encontrados!,لاتوجد بيانات!,Aucune donnée disponible!
Deactive,Deactive,Desactivado,غير نشط,Désactivé
Disabled,Disabled,Desactivado,عاجز,Désactivé
Selectable,Selectable,Seleccionable,قابل للتحديد,Sélectionnable
Withdraw Money Details,Withdraw Money Details,Detalles de retiro de dinero,سحب تفاصيل الأموال,Détails du retrait d'argent
Explain Rejection Reason,Explain Rejection Reason,Explicar el motivo del rechazo,شرح سبب الرفض,Expliquer la raison du rejet
Gateway Environment,Gateway Environment,Entorno de puerta de enlace,بيئة البوابة,Environnement de passerelle
Crypto Assets,Crypto Assets,Activos criptográficos,أصول التشفير,Actifs cryptographiques
Zip/Postal,Zip/Postal,Código postal,الرمز البريدي,Zip/Poste
Setup Section,Setup Section,Sección de configuración,قسم الإعداد,Section de configuration
Tags,Tags,Etiquetas,العلامات,Mots clés
Cancel,Cancel,Cancelar,يلغي,Annuler
User Status,User Status,Estatus de usuario,حالة المستخدم,Statut de l'utilisateur
Email Verification,Email Verification,verificacion de email,تأكيد بواسطة البريد الالكتروني,vérification de l'E-mail
Mode,Mode,Modo,وضع,Mode
User Registration,User Registration,registro de usuario,تسجيل المستخدم,Enregistrement de l'utilisateur
Secure Password,Secure Password,Contraseña segura,كلمة مرور آمنة,Mot de passe sécurisé
Agree Policy,Agree Policy,Política de acuerdo,الموافقة على السياسة,Accepter la politique
Activated,Activated,Activado,مفعل,Activé
Deactivated,Deactivated,Desactivado,معطل,Désactivé
Email Notification,Email Notification,Notificación de correo electrónico,إشعار البريد الإلكتروني,Notification par courrier électronique
Card Limit Within (1 to 3),Card Limit Within (1 to 3),Límite de tarjeta dentro (1 a 3),الحد الأقصى للبطاقة خلال (1 إلى 3),Limite de carte dans (1 à 3)
Force SSL,Force SSL,Forzar SSL,فرض SSL,Forcer SSL
Password Reset Link sended to your email address.,Password Reset Link sended to your email address.,Enlace de restablecimiento de contraseña enviado a su dirección de correo electrónico.,تم إرسال رابط إعادة تعيين كلمة المرور إلى عنوان بريدك الإلكتروني.,Lien de réinitialisation du mot de passe envoyé à votre adresse e-mail.
Successfully updated password. Please login,Successfully updated password. Please login,Contraseña actualizada correctamente. Por favor Iniciar sesión,تم تحديث كلمة المرور بنجاح. الرجاء تسجيل الدخول,Mot de passe mis à jour avec succès. Veuillez vous connecter
Add money details for,Add money details for,Agregar detalles de dinero para,إضافة تفاصيل المال ل,Ajouter des détails financiers pour
Add Money request approved successfully,Add Money request approved successfully,Solicitud de Agregar dinero aprobada exitosamente,تمت الموافقة على طلب إضافة الأموال بنجاح,La demande d'ajout d'argent a été approuvée avec succès
Opps! Failed to send mail. Please recheck your mail credentials or reconfigure mail,Opps! Failed to send mail. Please recheck your mail credentials or reconfigure mail,¡Ups! No se pudo enviar el correo. Vuelva a verificar sus credenciales de correo o reconfigure el correo.,انتبه! فشل في إرسال البريد. يرجى إعادة التحقق من بيانات اعتماد البريد الخاص بك أو إعادة تكوين البريد,Oups ! Échec de l'envoi du courrier. Veuillez revérifier vos identifiants de messagerie ou reconfigurer la messagerie
Admin Roles,Admin Roles,Funciones de administrador,أدوار المشرف,Rôles d'administrateur
Opps! Target role not found!,Opps! Target role not found!,¡Ups! ¡No se encontró el rol de destino!,انتبه! لم يتم العثور على الدور المستهدف!,Oups ! Rôle cible introuvable !
Admin role updated successfully!,Admin role updated successfully!,¡El rol de administrador se actualizó exitosamente!,تم تحديث دور المشرف بنجاح!,Rôle d'administrateur mis à jour avec succès !
Super admin role can,Super admin role can,El rol de superadministrador puede,يمكن دور المشرف المتميز,Le rôle de super-administrateur peut
Permission Group,Permission Group,Grupo de permisos,مجموعة الأذونات,Groupe d'autorisations
Broadcast configuration updated successfully!,Broadcast configuration updated successfully!,¡La configuración de transmisión se actualizó exitosamente!,تم تحديث تكوين البث بنجاح!,Configuration de diffusion mise à jour avec succès !
All Contact Message,All Contact Message,Todos los mensajes de contacto,جميع رسائل الاتصال,Tous les messages de contact
Wallet generated successfully!,Wallet generated successfully!,¡Monedero generado exitosamente!,تم إنشاء المحفظة بنجاح!,Portefeuille généré avec succès !
Balance Updated Successfully!,Balance Updated Successfully!,¡Saldo actualizado exitosamente!,تم تحديث الرصيد بنجاح!,Solde mis à jour avec succès !
Wallet Added Successfully!,Wallet Added Successfully!,¡Billetera agregada exitosamente!,تمت إضافة المحفظة بنجاح!,Portefeuille ajouté avec succès !
Wallet Address Deleted Successfully!,Wallet Address Deleted Successfully!,¡Dirección de billetera eliminada exitosamente!,تم حذف عنوان المحفظة بنجاح!,Adresse du portefeuille supprimée avec succès !
Wallet Information not found!,Wallet Information not found!,¡No se encontró información de billetera!,لم يتم العثور على معلومات المحفظة!,Informations sur le portefeuille introuvables !
Wallet Status Changed Successfully!,Wallet Status Changed Successfully!,¡El estado de la billetera cambió exitosamente!,تم تغيير حالة المحفظة بنجاح!,Le statut du portefeuille a été modifié avec succès !
Crypto Asset Not Found!,Crypto Asset Not Found!,¡Criptoactivo no encontrado!,لم يتم العثور على الأصول المشفرة!,Actif cryptographique introuvable !
Default currency make failed! Please try again.,Default currency make failed! Please try again.,¡Error en la creación de moneda predeterminada! Inténtalo de nuevo.,العملة الافتراضية فشلت! حاول مرة اخرى.,Échec de la création de la devise par défaut ! Veuillez réessayer.
Currency Saved Successfully!,Currency Saved Successfully!,¡Moneda guardada con éxito!,تم حفظ العملة بنجاح!,Devise enregistrée avec succès !
Currency record not found in our system.,Currency record not found in our system.,Registro de moneda no encontrado en nuestro sistema.,سجل العملة غير موجود في نظامنا.,Enregistrement de devise introuvable dans notre système.
Currency status updated successfully!,Currency status updated successfully!,¡El estado de la moneda se actualizó exitosamente!,تم تحديث حالة العملة بنجاح!,Statut de la devise mis à jour avec succès !
Currency not found!,Currency not found!,¡Moneda no encontrada!,لم يتم العثور على العملة!,Devise introuvable !
Image file upload failed!,Image file upload failed!,¡Error al cargar el archivo de imagen!,فشل تحميل ملف الصورة!,Échec du téléchargement du fichier image !
Successfully updated the information.,Successfully updated the information.,Se actualizó exitosamente la información.,تم تحديث المعلومات بنجاح.,Les informations ont été mises à jour avec succès.
Currency deleted successfully!,Currency deleted successfully!,¡Moneda eliminada exitosamente!,تم حذف العملة بنجاح!,Devise supprimée avec succès !
Extension has been updated successfully,Extension has been updated successfully,La extensión se ha actualizado correctamente.,تم تحديث الامتداد بنجاح,L'extension a été mise à jour avec succès
Extension is not found!,Extension is not found!,¡No se encuentra la extensión!,لم يتم العثور على التمديد!,L'extension n'est pas trouvée !
Extension status is updated successfully!,Extension status is updated successfully!,¡El estado de la extensión se actualizó correctamente!,تم تحديث حالة الامتداد بنجاح!,Le statut de l'extension a été mis à jour avec succès !
Language created successfully!,Language created successfully!,¡Idioma creado exitosamente!,تم إنشاء اللغة بنجاح!,Langue créée avec succès !
Language updated successfully!,Language updated successfully!,¡Idioma actualizado exitosamente!,تم تحديث اللغة بنجاح!,Langue mise à jour avec succès !
File remove failed!,File remove failed!,¡Error al eliminar el archivo!,فشل إزالة الملف!,La suppression du fichier a échoué !
Language deleted successfully!,Language deleted successfully!,¡Idioma eliminado exitosamente!,تم حذف اللغة بنجاح!,Langue supprimée avec succès !
Please deselect your default language first.,Please deselect your default language first.,Primero deseleccione su idioma predeterminado.,الرجاء إلغاء تحديد لغتك الافتراضية أولاً.,Veuillez d'abord désélectionner votre langue par défaut.
Language status updated successfully!,Language status updated successfully!,¡El estado del idioma se actualizó exitosamente!,تم تحديث حالة اللغة بنجاح!,Statut de langue mis à jour avec succès !
Sorry! Language not found!,Sorry! Language not found!,¡Lo siento! ¡Idioma no encontrado!,آسف! لم يتم العثور على اللغة!,Désolé! Langue introuvable !
Failed to store new file.,Failed to store new file.,No se pudo almacenar el nuevo archivo.,فشل في تخزين الملف الجديد.,Échec du stockage du nouveau fichier.
Oops! Language not found!,Oops! Language not found!,¡Ups! ¡Idioma no encontrado!,أُووبس! لم يتم العثور على اللغة!,Oops! Langue introuvable !
Language switch successfully!,Language switch successfully!,¡Cambio de idioma exitoso!,تبديل اللغة بنجاح!,Changement de langue réussi !
File does not exists.,File does not exists.,El archivo no existe.,الملف غير موجود.,Le fichier n'existe pas.
Withdraw money details for,Withdraw money details for,Detalles de retiro de dinero para,سحب تفاصيل الأموال ل,Retirer les détails de l'argent pour
Automatic Add Money,Automatic Add Money,Agregar dinero automáticamente,إضافة الأموال تلقائيًا,Ajouter de l'argent automatiquement
Manual Add Money,Manual Add Money,Agregar dinero manualmente,دليل إضافة المال,Ajouter de l'argent manuellement
Automatic Add Money Edit,Automatic Add Money Edit,Agregar dinero automáticamente Editar,تحرير إضافة الأموال تلقائيًا,Ajouter de l'argent automatiquement
Manual Add Money Edit,Manual Add Money Edit,Agregar dinero manualmente Editar,تحرير إضافة الأموال يدويًا,Ajouter de l'argent manuellement Modifier
Money Out Edit,Money Out Edit,Salida de dinero Editar,تحرير الأموال,Argent sortant Modifier
Selected payment gateway is invalid!,Selected payment gateway is invalid!,¡La pasarela de pago seleccionada no es válida!,بوابة الدفع المحددة غير صالحة!,La passerelle de paiement sélectionnée n'est pas valide !
Password Change,Password Change,Cambio de contraseña,تغيير كلمة السر,Changement de mot de passe
Password updated successfully!,Password updated successfully!,¡Contraseña actualizada exitosamente!,تم تحديث كلمة السر بنجاح!,Mot de passe mis à jour avec succès!
Oops! Basic settings not found!,Oops! Basic settings not found!,¡Ups! ¡No se encontraron configuraciones básicas!,أُووبس! لم يتم العثور على الإعدادات الأساسية!,Oops! Paramètres de base introuvables !
Sorry! You have to configure first to send push notification.,Sorry! You have to configure first to send push notification.,¡Lo siento! Primero debe configurar para enviar notificaciones automáticas.,آسف! يجب عليك التهيئة أولاً لإرسال إشعار الدفع.,Désolé! Vous devez d'abord configurer pour envoyer une notification push.
Please configure your push notification with valid credentials.,Please configure your push notification with valid credentials.,Configure su notificación push con credenciales válidas.,يرجى تكوين إشعار الدفع الخاص بك ببيانات اعتماد صالحة.,Veuillez configurer votre notification push avec des informations d'identification valides.
Oops! Failed to store information.,Oops! Failed to store information.,¡Ups! No se pudo almacenar la información.,أُووبس! فشل في تخزين المعلومات.,Oops! Échec du stockage des informations.
Notification sended successfully!,Notification sended successfully!,¡Notificación enviada exitosamente!,تم إرسال الإخطار بنجاح!,Notification envoyée avec succès !
Oops! Basic setting not found!,Oops! Basic setting not found!,¡Ups! ¡Configuración básica no encontrada!,أُووبس! لم يتم العثور على الإعداد الأساسي!,Oops! Paramètre de base introuvable !
Push notification configuration updated successfully!,Push notification configuration updated successfully!,¡La configuración de notificaciones push se actualizó correctamente!,تم تحديث تكوين إشعار الدفع بنجاح!,Configuration des notifications push mise à jour avec succès !
Server Information,Server Information,información del servidor,معلومات الخادم,Informations sur le serveur
Default Template,Default Template,Plantilla predeterminada,القالب الافتراضي,Modèle par défaut
Invalid KYC or KYC not found!,Invalid KYC or KYC not found!,¡KYC no válido o KYC no encontrado!,لم يتم العثور على KYC غير صالح أو KYC!,KYC invalide ou KYC introuvable !
KYC status updated successfully!,KYC status updated successfully!,¡El estado KYC se actualizó exitosamente!,تم تحديث حالة KYC بنجاح!,Statut KYC mis à jour avec succès !
Home Banner Section,Home Banner Section,Sección de banner de inicio,قسم لافتة الصفحة الرئيسية,Section Bannière d'accueil
Section updated successfully!,Section updated successfully!,¡Sección actualizada exitosamente!,تم تحديث القسم بنجاح!,Section mise à jour avec succès !
Start Section,Start Section,Sección de inicio,ابدأ القسم,Section de démarrage
Section item delete successfully!,Section item delete successfully!,¡El elemento de la sección se eliminó correctamente!,تم حذف عنصر القسم بنجاح!,L'élément de section a été supprimé avec succès !
Our Features Section,Our Features Section,Nuestra sección de características,قسم الميزات لدينا,Notre section fonctionnalités
Item added successfully!,Item added successfully!,¡Artículo agregado exitosamente!,تمت إضافة العنصر بنجاح!,Article ajouté avec succès !
Item delete successfully!,Item delete successfully!,¡El artículo se eliminó correctamente!,تم حذف العنصر بنجاح!,Article supprimé avec succès !
Works Section,Works Section,Sección de Obras,قسم الأشغال,Section Travaux
Service Section,Service Section,Sección de Servicio,قسم الخدمة,Section des services
Section item added successfully!,Section item added successfully!,¡El artículo de la sección se agregó correctamente!,تمت إضافة عنصر القسم بنجاح!,Élément de section ajouté avec succès !
Testimonial Section,Testimonial Section,Sección de testimonios,قسم الشهادة,Section témoignage
Setup Blog Category,Setup Blog Category,Configurar categoría de blog,فئة مدونة الإعداد,Catégorie de blog de configuration
All Ticket,All Ticket,Todos los boletos,جميع التذاكر,Tous les billets
Pending Ticket,Pending Ticket,Boleto pendiente,تذكرة معلقة,Billet en attente
Active Ticket,Active Ticket,Boleto Activo,تذكرة نشطة,Billet actif
Solved Ticket,Solved Ticket,Boleto resuelto,تذكرة محلولة,Billet résolu
Support Chat,Support Chat,Chat de soporte,دعم الدردشة,Chat d'assistance
Useful Link Edit,Useful Link Edit,Enlace útil Editar,تعديل الرابط المفيد,Lien utile Modifier
Email Unverified Users,Email Unverified Users,Enviar correo electrónico a usuarios no verificados,إرسال بريد إلكتروني للمستخدمين الذين لم يتم التحقق منهم,Envoyer un e-mail aux utilisateurs non vérifiés
SMS Unverified Users,SMS Unverified Users,Usuarios no verificados de SMS,المستخدمين الذين لم يتم التحقق من الرسائل النصية القصيرة,Utilisateurs SMS non vérifiés
User Details,User Details,Detalles de usuario,بيانات المستخدم,Détails de l'utilisateur
Login Logs,Login Logs,Registros de inicio de sesión,سجلات تسجيل الدخول,Journaux de connexion
Opps! User doesn,Opps! User doesn,¡Ups! El usuario no,انتبه! المستخدم لا,Oups ! L'utilisateur ne
KYC Profile,KYC Profile,Perfil KYC,ملف تعريف KYC,Profil KYC
User doesn,User doesn,El usuario no,المستخدم لا,L'utilisateur ne
Setup Virtual Card Api,Setup Virtual Card Api,Configurar API de tarjeta virtual,إعداد API للبطاقة الافتراضية,Configurer l'API de la carte virtuelle
Admin | Login,Admin | Login,Administrador | Acceso,المشرف | تسجيل الدخول,Administrateur | Se connecter
sub-title,sub-title,subtitular,العنوان الفرعي,Sous-titre
Enter your account email address or username,Enter your account email address or username,Ingrese la dirección de correo electrónico o el nombre de usuario de su cuenta,أدخل عنوان البريد الإلكتروني الخاص بحسابك أو اسم المستخدم,Entrez l'adresse e-mail ou le nom d'utilisateur de votre compte
Username OR Email Address,Username OR Email Address,Nombre de usuario o dirección de correo electrónico,اسم المستخدم أو البريد الالكتروني,Nom d'utilisateur ou adresse e-mail
Login,Login,Acceso,تسجيل الدخول,Se connecter
Welcome To,Welcome To,Bienvenido a,مرحبا بك في,Bienvenue à
Admin Panel,Admin Panel,Panel de administrador,لوحة الادارة,panneau d'administration
Username,Username,Nombre de usuario,اسم المستخدم,Nom d'utilisateur
Role,Role,Role,دور,Rôle
Category Name,Category Name,nombre de la categoría,اسم التصنيف,Nom de catégorie
Created Time,Created Time,Hora de creación,وقت الإنشاء,Temps de création
SL NO,SL NO,SI. NO,SL. لا,SL NON
TXN Type,TXN Type,Tipo TXN,نوع تي اكس ان,Type de NTX
Sender,Sender,Remitente,مرسل,Expéditeur
Receiver,Receiver,Receptor,المتلقي,Destinataire
Asset,Asset,Activo,أصل,Actif
Chain,Chain,Cadena,سلسلة,Chaîne
Block Number,Block Number,Número de bloque,حجب الرقم,Numéro de bloc
Not Used,Not Used,No utilizado,غير مستعمل,Non utilisé
Used,Used,Usado,مستخدم,Utilisé
Flag,Flag,Bandera,علَم,Drapeau
Name | Code,Name | Code,Nombre | Código,الاسم | شفرة,Nom | Code
Question,Question,Pregunta,سؤال,Question
Answer,Answer,Respuesta,إجابة,Répondre
Fullname,Fullname,Nombre completo,الاسم الكامل,Nom et prénom
Add Language,Add Language,Agregar idioma,إضافة لغة,Ajouter une langue
Edit Language,Edit Language,Editar idioma,تحرير اللغة,Modifier la langue
Select Language,Select Language,Seleccione el idioma,اختار اللغة,Choisir la langue
Add Activity,Add Activity,Agregar actividad,أضف نشاط,Ajouter une activité
Icon,Icon,Icono,أيقونة,Icône
Add Blog,Add Blog,Agregar blog,أضف مدونة,Ajouter un blog
Category,Category,Categoría,فئة,Catégorie
Select Category,Select Category,selecciona una categoría,اختر الفئة,Choisir une catégorie
Add Socail Icon,Add Socail Icon,Agregar icono de red social,إضافة أيقونة Socail,Ajouter une icône Socail
Link,Link,Enlace,وصلة,Lien
Social Icon,Social Icon,Icono social,أيقونة الاجتماعية,Icône sociale
Add Testimonial,Add Testimonial,Agregar testimonio,أضف شهادة,Ajouter un témoignage
Designation,Designation,Designación,تعيين,Désignation
Rating,Rating,Clasificación,تقييم,Notation
Add About,Add About,Agregar Acerca de,أضف حول,Ajouter à propos
Add Page,Add Page,Añadir página,إضافة صفحة,Ajouter une page
Page Name,Page Name,Nombre de la página,اسم الصفحة,Nom de la page
Add Admin,Add Admin,Agregar administrador,إضافة المشرف,Ajouter un administrateur
countryFlag,countryFlag,Bandera del país,علم الدولة,drapeau du pays
Admin Profile Image,Admin Profile Image,Imagen de perfil de administrador,صورة الملف الشخصي للمشرف,Image du profil d'administrateur
Select Role,Select Role,Seleccionar rol,حدد الدور,Sélectionnez un rôle
Add Currency,Add Currency,Agregar moneda,أضف العملة,Ajouter une devise
Country Flag,Country Flag,Bandera del país,علم الدولة,Drapeau du pays
Add New Screen,Add New Screen,Agregar nueva pantalla,إضافة شاشة جديدة,Ajouter un nouvel écran
Add New Permission,Add New Permission,Agregar nuevo permiso,إضافة إذن جديد,Ajouter une nouvelle autorisation
Permission Name,Permission Name,Nombre del permiso,اسم الإذن,Nom de l'autorisation
selectRole,selectRole,seleccionarRol,حدد الدور,selectRôle
Assign Permission Page/Task,Assign Permission Page/Task,Asignar página/tarea de permiso,تعيين صفحة/مهمة إذن,Attribuer une page/tâche d'autorisation
Edit Permission,Edit Permission,Editar permiso,تحرير إذن,Modifier l'autorisation
Add New Role,Add New Role,Agregar nuevo rol,إضافة دور جديد,Ajouter un nouveau rôle
Role Name,Role Name,Nombre de rol,اسم الدور,Nom de rôle
Edit Role,Edit Role,Editar rol,تحرير الدور,Modifier le rôle
Add New Category,Add New Category,Añadir nueva categoria,إضافة فئة جديدة,Ajouter une nouvelle catégorie
Edit Admin,Edit Admin,Editar administrador,تحرير المشرف,Modifier l'administrateur
Edit Category,Edit Category,Editar categoria,تحرير الفئة,Modifier la catégorie
Edit Currency,Edit Currency,Editar moneda,تحرير العملة,Modifier la devise
Edit Faq,Edit Faq,Editar preguntas frecuentes,تحرير الأسئلة الشائعة,Modifier la FAQ
Category Type,Category Type,Tipo de categoría,نوع الفئة,Type de catégorie
Edit Screen,Edit Screen,Editar pantalla,تحرير الشاشة,Écran Modifier
Update Extension,Update Extension,Actualizar extensión,تحديث الامتداد,Mettre à jour l'extension
extension-name,extension-name,nombre-extensión,اسم الامتداد,nom-extension
Add New Faq,Add New Faq,Agregar nuevas preguntas frecuentes,إضافة أسئلة وأجوبة جديدة,Ajouter une nouvelle FAQ
Answer Details,Answer Details,Detalles de la respuesta,تفاصيل الإجابة,Détails de la réponse
Rejejct KYC,Rejejct KYC,Rechazar KYC,رفض اعرف عميلك,Rejeter KYC
Send Email,Send Email,Enviar correo electrónico,ارسل بريد الكتروني,Envoyer un e-mail
Send Test Mail,Send Test Mail,Enviar correo de prueba,إرسال بريد الاختبار,Envoyer un courrier test
Global Setting for,Global Setting for,Configuración global para,الإعداد العالمي ل,Paramètre global pour
in bellow,in bellow,abajo,في رفع الصوت عاليا,en dessous
title,Title,Título,عنوان,Titre
Amount Limit,Amount Limit,Límite de cantidad,حد المبلغ,Limite de montant
Minimum,Minimum,Mínimo,الحد الأدنى,Le minimum
Maximum,Maximum,Máximo,أقصى,Maximum
Percent,Percent,Por ciento,نسبه مئويه,Pour cent
Rate,Rate,Tasa,معدل,Taux
Total Supported Currency,Total Supported Currency,Moneda total admitida,إجمالي العملة المدعومة,Devise totale prise en charge
Fixed,Fixed,Fijado,مُثَبَّت,Fixé
Gateway Image,Gateway Image,Imagen de puerta de enlace,صورة البوابة,Image de la passerelle
ex: Paypal,ex: Paypal,Ej: Paypal,على سبيل المثال: باي بال,ex : Paypal
ex: United State Dollar,ex: United State Dollar,Ej: dólar estadounidense,على سبيل المثال: الدولار الأمريكي,ex : dollar américain
Currency Code,Currency Code,Código de moneda,رمز العملة,Code de devise
Currency Symbol,Currency Symbol,Símbolo de moneda,رمز العملة,Symbole de la monnaie
Collect Data,Collect Data,Recolectar datos,اجمع بيانات,Collecter des données
Field Name,Field Name,Nombre del campo,اسم الحقل,Nom de domaine
Field Types,Field Types,Tipos de campo,أنواع الحقول,Types de champs
Field Necessity,Field Necessity,Necesidad de campo,ضرورة المجال,Nécessité sur le terrain
"This ticket is solved, you can","This ticket is solved, you can","Este ticket está solucionado, puedes",تم حل هذه التذكرة، يمكنك,"Ce ticket est résolu, vous pouvez"
Pending Tickets,Pending Tickets,Entradas pendientes,التذاكر المعلقة,Billets en attente
Solved Tickets,Solved Tickets,Entradas resueltas,تذاكر محلولة,Billets résolus
All Tickets,All Tickets,Todas las entradas,جميع التذاكر,Tous les billets
Support Details,Support Details,Detalles de soporte,تفاصيل الدعم,Détails de l'assistance
form-control,form-control,control de formulario,التحكم في النموذج,contrôle de formulaire
Charges,Charges,Cargos,رسوم,Des charges
Fixed Charge,Fixed Charge,Cargo fijo,تهمة ثابتة,Frais fixes
Percent Charge,Percent Charge,Cargo porcentual,تهمة في المئة,Pourcentage de frais
Range,Range,Rango,يتراوح,Gamme
Minimum Amount,Minimum Amount,Monto minimo,الحد الأدنى للمبلغ,Montant minimal
Maximum Amount,Maximum Amount,Monto Máximo,الحد الأقصى للمبلغ,Quantité maximale
Admin,Admin,Administración,مسؤل,Administrateur
Developed by,Developed by,Desarrollado por,طورت بواسطة,Développé par
Layout Mode,Layout Mode,Modo de diseño,وضع التخطيط,Mode Mise en page
Dark Mode,Dark Mode,Modo oscuro,الوضع المظلم,Mode sombre
Light Mode,Light Mode,Modo de luz,وضع الضوء,Mode lumière
Min Sidebar Color,Min Sidebar Color,Color mínimo de la barra lateral,الحد الأدنى للون الشريط الجانبي,Couleur minimale de la barre latérale
RTL Support,RTL Support,Soporte RTL,دعم RTL,Prise en charge RTL
form-control sidebar-search-input,form-control sidebar-search-input,control-formulario barra lateral-búsqueda-entrada,نموذج التحكم في الشريط الجانبي-بحث-الإدخال,contrôle de formulaire barre latérale-recherche-entrée
search,search,buscar,يبحث,recherche
Clear All,Clear All,Limpiar todo,امسح الكل,Tout effacer
No new notification found!,No new notification found!,¡No se encontró ninguna notificación nueva!,لم يتم العثور على إشعار جديد!,Aucune nouvelle notification trouvée !
Admin Profile,Admin Profile,Perfil de administrador,الملف الشخصي للمسؤول,Profil d'administrateur
Date,Date,Fecha,تاريخ,Date
TRX ID,TRX ID,Identificación TRX,معرف تي آر إكس,ID TRX
After Charge,After Charge,Después de la carga,بعد الشحن,Après le chargement
Payable,Payable,Pagadero,مستحق الدفع,Payable
Information of Logs,Information of Logs,Información de registros,معلومات السجلات,Informations sur les journaux
Approve,Approve,Aprobar,يعتمد,Approuver
Reject,Reject,Rechazar,يرفض,Rejeter
Approved Confirmation,Approved Confirmation,Confirmación aprobada,التأكيد المعتمد,Confirmation approuvée
Are you sure to approved this request?,Are you sure to approved this request?,¿Está seguro de haber aprobado esta solicitud?,هل أنت متأكد من الموافقة على هذا الطلب؟,Etes-vous sûr d'avoir approuvé cette demande ?
Approved,Approved,Aprobado,موافقة,Approuvé
Rejection Confirmation,Rejection Confirmation,Confirmación de rechazo,تأكيد الرفض,Confirmation de rejet
URI,URI,URI,URI,URI
All Admin Roles,All Admin Roles,Todas las funciones de administrador,جميع أدوار المشرف,Tous les rôles d'administrateur
Asign Admin,Asign Admin,Asignar administrador,تعيين المشرف,Désigner un administrateur
All Permissions,All Permissions,Todos los permisos,جميع الأذونات,Toutes les autorisations
Android App URL,Android App URL,URL de la aplicación de Android, ذكري المظهر برنامجعنوان ,URL de l'application Android
iOS App URL,iOS App URL,URL de la aplicación iOS,دائرة الرقابة الداخلية برنامج,URL de l'application iOS
Add Category,Add Category,añadir categoría,إضافة فئة,ajouter une catégorie
Contact Message,Contact Message,Mensaje de contacto,رسالة الاتصال,Message de contact
Policy Link,Policy Link,Enlace de política,رابط السياسة,Lien vers la politique
Gateways,Gateways,Puertas de enlace,بوابات,Passerelles
Crypto Wallets,Crypto Wallets,Carteras criptográficas,محافظ التشفير,Portefeuilles cryptographiques
Generate Wallets,Generate Wallets,Generar carteras,إنشاء محافظ,Générer des portefeuilles
Wallet not present in some currency/coin.,Wallet not present in some currency/coin.,La billetera no está presente en alguna moneda/moneda.,المحفظة غير موجودة في بعض العملات/العملات المعدنية.,Portefeuille non présent dans certaines devises/pièces.
Ex:,Ex:,Ex:,السابق:,Ex:
Click the generate wallets button to create dynamically wallets.,Click the generate wallets button to create dynamically wallets.,Haga clic en el botón generar billeteras para crear billeteras dinámicamente.,انقر فوق زر إنشاء محافظ لإنشاء محافظ ديناميكيًا.,Cliquez sur le bouton Générer des portefeuilles pour créer des portefeuilles dynamiquement.
Add Wallet,Add Wallet,Agregar billetera,أضف المحفظة,Ajouter un portefeuille
Mnemonic,Mnemonic,Mnemotécnico,ذاكري,Mnémonique
Xpub,Xpub,xpub,إكسبوب,Xpub
Private Key,Private Key,Llave privada,مفتاح سري,Clé privée
Public Address,Public Address,Direccion publica,العنوان العام,Adresse publique
Incoming Balance,Incoming Balance,Saldo entrante,الرصيد الوارد,Solde entrant
Outgoing Balance,Outgoing Balance,Saldo saliente,الرصيد الصادر,Solde sortant
Incoming Pending Balance,Incoming Pending Balance,Saldo pendiente entrante,الرصيد المعلق الوارد,Solde en attente entrant
Outgoing Pending Balance,Outgoing Pending Balance,Saldo pendiente saliente,الرصيد المعلق الصادر,Solde en attente sortant
This Coin is Under Maintenance Or Need to Generate Wallet. You Can Add Wallet Manually By Clicking Add Button.,This Coin is Under Maintenance Or Need to Generate Wallet. You Can Add Wallet Manually By Clicking Add Button.,Esta moneda está en mantenimiento o necesita generar una billetera. Puede agregar billetera manualmente haciendo clic en el botón Agregar.,"هذه العملة تحت الصيانة أو تحتاج إلى إنشاء محفظة. يمكنك إضافة المحفظة يدويًا عن طريق النقر فوق زر ""إضافة"".",Cette pièce est en cours de maintenance ou doit générer un portefeuille. Vous pouvez ajouter un portefeuille manuellement en cliquant sur le bouton Ajouter.
Add New Wallet,Add New Wallet,Agregar nueva billetera,إضافة محفظة جديدة,Ajouter un nouveau portefeuille
Delete Wallet,Delete Wallet,Eliminar billetera,حذف المحفظة,Supprimer le portefeuille
Are you sure to delete this wallet?,Are you sure to delete this wallet?,¿Estás seguro de eliminar esta billetera?,هل أنت متأكد من حذف هذه المحفظة؟,Êtes-vous sûr de supprimer ce portefeuille ?
Delete,Delete,Borrar,يمسح,Supprimer
Gateway Edit,Gateway Edit,Puerta de enlace Editar,تحرير البوابة,Passerelle Modifier
Incoming Transactions,Incoming Transactions,Transacciones entrantes,المعاملات الواردة,Transactions entrantes
Transacitons,Transacitons,Transacciones,المعاملات,Transactions
Gateway,Gateway,Puerta,بوابة,passerelle
Coin,Coin,Moneda,عملة,Pièce de monnaie
Txn Hash,Txn Hash,hash txn,تكسن هاش,Hachage Txn
There is no default currency in your system.,There is no default currency in your system.,No hay ninguna moneda predeterminada en su sistema.,لا توجد عملة افتراضية في نظامك.,Il n'y a pas de devise par défaut dans votre système.
Last Month,Last Month,El mes pasado,الشهر الماضي,Le mois dernier
active_user,active_user,usuario_activo,active_user,utilisateur_actif
unverified_user,unverified_user,usuario_no verificado,unverified_user,utilisateur_non vérifié
